CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Avg,Segment
12438,14,2,2906.85,4,2,5,425,3.6666666666666665,New Customers
12441,366,1,173.55,1,1,1,111,1,Hibernating
12442,3,1,172.06,5,1,1,511,2.3333333333333335,New Customers
12444,21,5,5005.46,4,4,5,445,4.333333333333333,Champions
12445,22,1,133.4,4,1,1,411,2,New Customers
12446,57,1,1002.3100000000001,3,1,4,314,2.6666666666666665,Promising
12447,243,1,476.49,1,1,2,112,1.3333333333333333,Hibernating
12448,44,1,449.45,3,1,2,312,2,Need Attention
12449,22,4,4067.29,4,4,5,445,4.333333333333333,Champions
12450,156,2,197.88,2,2,1,221,1.6666666666666667,Hibernating
12451,10,5,9035.52,5,4,5,545,4.666666666666667,Champions
12452,16,2,430.57,4,2,2,422,2.6666666666666665,New Customers
12453,134,1,707.09,2,1,3,213,2,Hibernating
12454,56,1,3528.34,3,1,5,315,3,Promising
12455,73,6,2466.86,2,4,5,245,3.6666666666666665,Loyal Customers
12456,44,3,3181.04,3,3,5,335,3.6666666666666665,Promising
12457,66,7,2363.23,3,5,5,355,4.333333333333333,Loyal Customers
12458,71,2,947.4,3,2,4,324,3,Promising
12461,94,2,826.88,2,2,3,223,2.3333333333333335,Hibernating
12462,18,2,1189.59,4,2,4,424,3.3333333333333335,New Customers
12463,53,4,1344.78,3,4,4,344,3.6666666666666665,Loyal Customers
12464,10,8,1212.05,5,5,4,554,4.666666666666667,Champions
12465,17,2,742.1899999999999,4,2,3,423,3,New Customers
12468,187,2,729.5400000000001,1,2,3,123,2,Hibernating
12471,2,30,19788.65,5,5,5,555,5,Champions
12472,32,7,6572.11,4,5,5,455,4.666666666666667,Champions
12473,29,5,3928.0499999999997,4,4,5,445,4.333333333333333,Champions
12474,17,18,7324.09,4,5,5,455,4.666666666666667,Champions
12475,53,1,723.38,3,1,3,313,2.3333333333333335,Promising
12476,15,11,6816.42,4,5,5,455,4.666666666666667,Champions
12477,22,6,13219.74,4,4,5,445,4.333333333333333,Champions
12478,3,1,680.99,5,1,3,513,3,New Customers
12479,11,1,527.2,5,1,3,513,3,New Customers
12480,28,4,3281.63,4,4,5,445,4.333333333333333,Champions
12481,22,10,5579.82,4,5,5,455,4.666666666666667,Champions
12483,17,8,2484.98,4,5,5,455,4.666666666666667,Champions
12484,32,6,4527.32,4,4,5,445,4.333333333333333,Champions
12488,9,3,1298.66,5,3,4,534,4,Potential Loyalists
12489,336,1,334.93,1,1,2,112,1.3333333333333333,Hibernating
12490,5,10,5417.93,5,5,5,555,5,Champions
12491,38,1,460.40000000000003,3,1,2,312,2,Need Attention
12492,63,2,263.21000000000004,3,2,2,322,2.3333333333333335,Need Attention
12493,165,2,433.74,2,2,2,222,2,Hibernating
12494,15,7,1246.1000000000001,4,5,4,454,4.333333333333333,Champions
12497,81,1,1043.1,2,1,4,214,2.3333333333333335,Hibernating
12498,21,3,403.70000000000005,4,3,2,432,3,Potential Loyalists
12500,23,11,4257.82,4,5,5,455,4.666666666666667,Champions
12501,336,1,2169.39,1,1,5,115,2.3333333333333335,Hibernating
12502,95,5,3723.87,2,4,5,245,3.6666666666666665,Loyal Customers
12504,18,2,482.04999999999995,4,2,2,422,2.6666666666666665,New Customers
12506,232,1,73.5,1,1,1,111,1,Hibernating
12507,134,3,1304.81,2,3,4,234,3,At Risk
12508,26,2,397.88,4,2,2,422,2.6666666666666665,New Customers
12509,284,1,176.5,1,1,1,111,1,Hibernating
12510,142,2,982.5699999999999,2,2,4,224,2.6666666666666665,Hibernating
12512,66,2,132.18,3,2,1,321,2,Need Attention
12513,112,1,612.29,2,1,3,213,2,Hibernating
12514,267,1,1017.68,1,1,4,114,2,Hibernating
12515,353,1,383.7,1,1,2,112,1.3333333333333333,Hibernating
12516,77,2,1312.06,2,2,4,224,2.6666666666666665,Hibernating
12517,28,5,2481.6,4,4,5,445,4.333333333333333,Champions
12518,0,5,2056.89,5,4,5,545,4.666666666666667,Champions
12519,63,1,330.84,3,1,2,312,2,Need Attention
12520,79,5,2634.26,2,4,5,245,3.6666666666666665,Loyal Customers
12521,142,1,599.68,2,1,3,213,2,Hibernating
12522,39,2,192.72,3,2,1,321,2,Need Attention
12523,19,11,1789.77,4,5,4,454,4.333333333333333,Champions
12524,9,8,4485.72,5,5,5,555,5,Champions
12526,0,3,1316.66,5,3,4,534,4,Potential Loyalists
12527,81,3,348.71000000000004,2,3,2,232,2.3333333333333335,Need Attention
12528,9,6,1933.48,5,5,4,554,4.666666666666667,Champions
12530,59,4,1662.28,3,4,4,344,3.6666666666666665,Loyal Customers
12531,14,1,125.22,4,1,1,411,2,New Customers
12532,30,1,349.83000000000004,4,1,2,412,2.3333333333333335,New Customers
12534,130,1,1089.18,2,1,4,214,2.3333333333333335,Hibernating
12535,91,2,716.35,2,2,3,223,2.3333333333333335,Hibernating
12536,43,3,12601.830000000002,3,3,5,335,3.6666666666666665,Promising
12538,29,1,363.95,4,1,2,412,2.3333333333333335,New Customers
12539,22,4,5568.35,4,4,5,445,4.333333333333333,Champions
12540,19,17,13400.24,4,5,5,455,4.666666666666667,Champions
12541,29,3,981.18,4,3,4,434,3.6666666666666665,Potential Loyalists
12544,36,1,372.7,3,1,2,312,2,Need Attention
12545,75,2,1000.39,2,2,4,224,2.6666666666666665,Hibernating
12546,46,2,1161.5,3,2,4,324,3,Promising
12547,197,2,207.79999999999998,1,2,1,121,1.3333333333333333,Hibernating
12548,166,1,95.19999999999999,2,1,1,211,1.3333333333333333,Hibernating
12550,79,1,964.83,2,1,4,214,2.3333333333333335,Hibernating
12551,357,1,168,1,1,1,111,1,Hibernating
12552,38,2,437.82,3,2,2,322,2.3333333333333335,Need Attention
12553,8,10,3692.28,5,5,5,555,5,Champions
12556,50,2,599.56,3,2,3,323,2.6666666666666665,Promising
12557,16,5,11990.960000000001,4,4,5,445,4.333333333333333,Champions
12558,7,1,269.96,5,1,2,512,2.6666666666666665,New Customers
12559,310,2,561.71,1,2,3,123,2,Hibernating
12560,5,3,2134.01,5,3,5,535,4.333333333333333,Potential Loyalists
12561,302,1,238.85,1,1,1,111,1,Hibernating
12562,8,7,3781.7400000000002,5,5,5,555,5,Champions
12564,261,1,456.9,1,1,2,112,1.3333333333333333,Hibernating
12565,288,1,145.92,1,1,1,111,1,Hibernating
12566,86,1,351.65,2,1,2,212,1.6666666666666667,Hibernating
12567,22,10,9401.28,4,5,5,455,4.666666666666667,Champions
12569,2,32,4124.69,5,5,5,555,5,Champions
12571,39,2,519.61,3,2,3,323,2.6666666666666665,Promising
12572,8,2,1020.42,5,2,4,524,3.6666666666666665,New Customers
12573,227,1,160.54000000000002,1,1,1,111,1,Hibernating
12574,315,1,218.45,1,1,1,111,1,Hibernating
12576,35,5,1315.83,3,4,4,344,3.6666666666666665,Loyal Customers
12577,35,3,626.6,3,3,3,333,3,Promising
12578,21,2,2794.51,4,2,5,425,3.6666666666666665,New Customers
12579,78,1,440.42,2,1,2,212,1.6666666666666667,Hibernating
12580,246,1,415.7,1,1,2,112,1.3333333333333333,Hibernating
12581,39,1,197.71,3,1,1,311,1.6666666666666667,Need Attention
12582,238,2,511.36,1,2,3,123,2,Hibernating
12583,2,15,7281.38,5,5,5,555,5,Champions
12584,3,9,2338.15,5,5,5,555,5,Champions
12585,234,2,2040.1,1,2,4,124,2.3333333333333335,Hibernating
12586,17,1,196.94000000000003,4,1,1,411,2,New Customers
12587,7,1,144,5,1,1,511,2.3333333333333335,New Customers
12588,39,1,214.89999999999998,3,1,1,311,1.6666666666666667,Need Attention
12589,28,2,646.68,4,2,3,423,3,New Customers
12590,211,2,9864.26,1,2,5,125,2.6666666666666665,Hibernating
12591,317,1,452.84999999999997,1,1,2,112,1.3333333333333333,Hibernating
12592,92,2,437.6,2,2,2,222,2,Hibernating
12593,108,3,418.09999999999997,2,3,2,232,2.3333333333333335,Need Attention
12594,37,10,3338.2200000000003,3,5,5,355,4.333333333333333,Loyal Customers
12596,51,2,618.27,3,2,3,323,2.6666666666666665,Promising
12597,19,4,3811.22,4,4,5,445,4.333333333333333,Champions
12598,9,8,3023.08,5,5,5,555,5,Champions
12599,29,7,1032.58,4,5,4,454,4.333333333333333,Champions
12600,28,10,2599.04,4,5,5,455,4.666666666666667,Champions
12601,189,5,577.0600000000001,1,4,3,143,2.6666666666666665,At Risk
12602,58,1,153.12,3,1,1,311,1.6666666666666667,Need Attention
12603,21,1,739.1999999999999,4,1,3,413,2.6666666666666665,New Customers
12604,79,2,254.18,2,2,2,222,2,Hibernating
12607,60,1,1579.51,3,1,4,314,2.6666666666666665,Promising
12609,78,3,1126.85,2,3,4,234,3,At Risk
12610,22,5,2099.54,4,4,5,445,4.333333333333333,Champions
12611,52,1,1193.32,3,1,4,314,2.6666666666666665,Promising
12612,74,1,704.0400000000001,2,1,3,213,2,Hibernating
12613,57,5,3344.38,3,4,5,345,4,Loyal Customers
12614,277,1,315.6,1,1,2,112,1.3333333333333333,Hibernating
12615,2,4,2291.19,5,4,5,545,4.666666666666667,Champions
12616,95,2,713.3,2,2,3,223,2.3333333333333335,Hibernating
12617,29,1,352.98,4,1,2,412,2.3333333333333335,New Customers
12618,21,1,177.31,4,1,1,411,2,New Customers
12619,16,9,3641.24,4,5,5,455,4.666666666666667,Champions
12620,14,3,1339.41,4,3,4,434,3.6666666666666665,Potential Loyalists
12621,1,20,13689.67,5,5,5,555,5,Champions
12622,232,1,180.1,1,1,1,111,1,Hibernating
12623,276,1,305.1,1,1,2,112,1.3333333333333333,Hibernating
12624,106,2,641.13,2,2,3,223,2.3333333333333335,Hibernating
12625,211,2,2683.82,1,2,5,125,2.6666666666666665,Hibernating
12626,23,9,6620.48,4,5,5,455,4.666666666666667,Champions
12627,10,7,4478.53,5,5,5,555,5,Champions
12628,4,3,786.46,5,3,3,533,3.6666666666666665,Potential Loyalists
12630,9,2,1270.88,5,2,4,524,3.6666666666666665,New Customers
12631,57,1,640.5,3,1,3,313,2.3333333333333335,Promising
12633,58,4,2163.98,3,4,5,345,4,Loyal Customers
12635,89,2,1689.18,2,2,4,224,2.6666666666666665,Hibernating
12637,67,8,6002.9,3,5,5,355,4.333333333333333,Loyal Customers
12638,33,1,671.69,3,1,3,313,2.3333333333333335,Promising
12639,238,1,486.1,1,1,2,112,1.3333333333333333,Hibernating
12640,23,3,1174.58,4,3,4,434,3.6666666666666665,Potential Loyalists
12641,115,1,185.9,2,1,1,211,1.3333333333333333,Hibernating
12642,25,3,1013.26,4,3,4,434,3.6666666666666665,Potential Loyalists
12643,128,6,3344.64,2,5,5,255,4,Loyal Customers
12644,129,1,477.91,2,1,2,212,1.6666666666666667,Hibernating
12645,33,4,1775.18,3,4,4,344,3.6666666666666665,Loyal Customers
12646,4,2,1346.97,5,2,4,524,3.6666666666666665,New Customers
12647,22,12,3722.82,4,5,5,455,4.666666666666667,Champions
12648,154,1,318.05,2,1,2,212,1.6666666666666667,Hibernating
12649,107,3,623.51,2,3,3,233,2.6666666666666665,At Risk
12650,3,1,314.44,5,1,2,512,2.6666666666666665,New Customers
12651,334,1,114,1,1,1,111,1,Hibernating
12652,331,1,919.98,1,1,3,113,1.6666666666666667,Hibernating
12653,148,2,2209.85,2,2,5,225,3,Hibernating
12654,10,5,601.98,5,4,3,543,4,Potential Loyalists
12656,17,5,4051.17,4,4,5,445,4.333333333333333,Champions
12657,11,4,1643.18,5,4,4,544,4.333333333333333,Champions
12658,18,1,686.05,4,1,3,413,2.6666666666666665,New Customers
12659,29,1,91.68,4,1,1,411,2,New Customers
12660,11,1,245.1,5,1,1,511,2.3333333333333335,New Customers
12662,0,11,3849.78,5,5,5,555,5,Champions
12664,8,9,4881.88,5,5,5,555,5,Champions
12665,324,1,63,1,1,1,111,1,Hibernating
12667,58,1,620.13,3,1,3,313,2.3333333333333335,Promising
12668,11,4,3807.15,5,4,5,545,4.666666666666667,Champions
12669,150,3,2744.0299999999997,2,3,5,235,3.3333333333333335,At Risk
12670,10,5,2996.05,5,4,5,545,4.666666666666667,Champions
12672,329,1,225.89999999999998,1,1,1,111,1,Hibernating
12673,5,2,610.52,5,2,3,523,3.3333333333333335,New Customers
12674,38,4,1970.6,3,4,4,344,3.6666666666666665,Loyal Customers
12676,24,6,1331.39,4,5,4,454,4.333333333333333,Champions
12678,42,12,17628.46,3,5,5,355,4.333333333333333,Loyal Customers
12679,58,4,1113.02,3,4,4,344,3.6666666666666665,Loyal Customers
12680,0,4,862.81,5,4,3,543,4,Potential Loyalists
12681,14,22,13787.54,4,5,5,455,4.666666666666667,Champions
12682,3,31,12279.82,5,5,5,555,5,Champions
12683,4,15,8476.57,5,5,5,555,5,Champions
12684,7,7,2283.63,5,5,5,555,5,Champions
12685,28,6,2863.08,4,5,5,455,4.666666666666667,Champions
12686,371,1,89.14,1,1,1,111,1,Hibernating
12688,113,1,4873.8099999999995,2,1,5,215,2.6666666666666665,Hibernating
12689,25,2,1247.61,4,2,4,424,3.3333333333333335,New Customers
12690,205,1,389.01,1,1,2,112,1.3333333333333333,Hibernating
12691,28,6,1035.8,4,5,4,454,4.333333333333333,Champions
12693,127,4,855.91,2,4,3,243,3,At Risk
12694,70,2,869.67,3,2,3,323,2.6666666666666665,Promising
12695,7,4,582.1,5,4,3,543,4,Potential Loyalists
12697,28,3,957.59,4,3,4,434,3.6666666666666665,Potential Loyalists
12700,7,4,4939.99,5,4,5,545,4.666666666666667,Champions
12701,79,2,797.71,2,2,3,223,2.3333333333333335,Hibernating
12702,19,1,219,4,1,1,411,2,New Customers
12703,71,1,283.55,3,1,2,312,2,Need Attention
12704,7,8,2340.84,5,5,5,555,5,Champions
12705,15,9,6868.29,4,5,5,455,4.666666666666667,Champions
12707,291,1,603.42,1,1,3,113,1.6666666666666667,Hibernating
12708,29,10,2712.91,4,5,5,455,4.666666666666667,Champions
12709,15,15,9706.52,4,5,5,455,4.666666666666667,Champions
12710,96,3,1149.02,2,3,4,234,3,At Risk
12712,28,13,4396.13,4,5,5,455,4.666666666666667,Champions
12713,0,1,848.55,5,1,3,513,3,New Customers
12714,9,5,4708.86,5,4,5,545,4.666666666666667,Champions
12715,106,1,343.36,2,1,2,212,1.6666666666666667,Hibernating
12716,3,2,1053.49,5,2,4,524,3.6666666666666665,New Customers
12717,151,2,1030.98,2,2,4,224,2.6666666666666665,Hibernating
12718,71,1,238.25,3,1,1,311,1.6666666666666667,Need Attention
12719,5,2,644.95,5,2,3,523,3.3333333333333335,New Customers
12720,2,25,5781.73,5,5,5,555,5,Champions
12721,31,6,2656.13,4,5,5,455,4.666666666666667,Champions
12722,85,4,997.63,2,4,4,244,3.3333333333333335,Loyal Customers
12723,3,5,725.07,5,4,3,543,4,Potential Loyalists
12724,5,4,1031.41,5,4,4,544,4.333333333333333,Champions
12725,371,1,427.8,1,1,2,112,1.3333333333333333,Hibernating
12726,28,7,2609.1,4,5,5,455,4.666666666666667,Champions
12727,10,7,3980.7,5,5,5,555,5,Champions
12728,71,4,836.33,3,4,3,343,3.3333333333333335,Promising
12729,113,1,453.01,2,1,2,212,1.6666666666666667,Hibernating
12731,23,12,18895.91,4,5,5,455,4.666666666666667,Champions
12732,179,1,236.26000000000002,2,1,1,211,1.3333333333333333,Hibernating
12733,234,1,383.95,1,1,2,112,1.3333333333333333,Hibernating
12734,352,1,110.39999999999999,1,1,1,111,1,Hibernating
12735,315,2,779.5699999999999,1,2,3,123,2,Hibernating
12736,332,1,234,1,1,1,111,1,Hibernating
12738,372,1,155.35,1,1,1,111,1,Hibernating
12739,78,2,1013.04,2,2,4,224,2.6666666666666665,Hibernating
12740,63,1,427.6,3,1,2,312,2,Need Attention
12743,134,2,540.13,2,2,3,223,2.3333333333333335,Hibernating
12744,51,7,21279.29,3,5,5,355,4.333333333333333,Loyal Customers
12747,2,11,4196.01,5,5,5,555,5,Champions
12748,0,209,33053.19,5,5,5,555,5,Champions
12749,3,5,4090.88,5,4,5,545,4.666666666666667,Champions
12750,128,1,275.88,2,1,2,212,1.6666666666666667,Hibernating
12752,81,1,4366.78,2,1,5,215,2.6666666666666665,Hibernating
12753,22,6,21429.39,4,5,5,455,4.666666666666667,Champions
12754,235,3,3010.74,1,3,5,135,3,At Risk
12755,280,2,3811.95,1,2,5,125,2.6666666666666665,Hibernating
12756,86,1,112.07999999999998,2,1,1,211,1.3333333333333333,Hibernating
12757,15,13,7834.650000000001,4,5,5,455,4.666666666666667,Champions
12758,116,2,2791.59,2,2,5,225,3,Hibernating
12759,52,3,1531.44,3,3,4,334,3.3333333333333335,Promising
12762,7,2,1898.52,5,2,4,524,3.6666666666666665,New Customers
12763,138,2,494.08,2,2,3,223,2.3333333333333335,Hibernating
12764,316,1,1693.88,1,1,4,114,2,Hibernating
12766,3,7,6989.63,5,5,5,555,5,Champions
12769,238,1,1143.6,1,1,4,114,2,Hibernating
12770,210,1,1351.45,1,1,4,114,2,Hibernating
12772,59,1,892.47,3,1,3,313,2.3333333333333335,Promising
12775,17,5,1386.04,4,4,4,444,4,Champions
12778,19,6,822.23,4,5,3,453,4,Potential Loyalists
12779,37,8,3981.36,3,5,5,355,4.333333333333333,Loyal Customers
12781,63,2,826.74,3,2,3,323,2.6666666666666665,Promising
12782,4,5,2330.92,5,4,5,545,4.666666666666667,Champions
12783,2,6,2225.91,5,5,5,555,5,Champions
12784,9,2,532.8199999999999,5,2,3,523,3.3333333333333335,New Customers
12785,364,1,311.95,1,1,2,112,1.3333333333333333,Hibernating
12787,9,3,463.66,5,3,2,532,3.3333333333333335,Potential Loyalists
12789,65,1,91.85,3,1,1,311,1.6666666666666667,Need Attention
12790,192,1,324.92,1,1,2,112,1.3333333333333333,Hibernating
12791,373,1,192.60000000000002,1,1,1,111,1,Hibernating
12792,256,1,400.53999999999996,1,1,2,112,1.3333333333333333,Hibernating
12793,334,2,545.48,1,2,3,123,2,Hibernating
12794,53,2,860.41,3,2,3,323,2.6666666666666665,Promising
12795,18,1,430.48,4,1,2,412,2.3333333333333335,New Customers
12797,365,1,254.03,1,1,2,112,1.3333333333333333,Hibernating
12798,10,3,6977.04,5,3,5,535,4.333333333333333,Potential Loyalists
12802,186,1,427.58,1,1,2,112,1.3333333333333333,Hibernating
12808,36,3,483.65000000000003,3,3,2,332,2.6666666666666665,Need Attention
12809,177,1,489.31,2,1,3,213,2,Hibernating
12811,260,3,514.85,1,3,3,133,2.3333333333333335,At Risk
12812,44,1,229.64000000000001,3,1,1,311,1.6666666666666667,Need Attention
12814,101,1,125.92,2,1,1,211,1.3333333333333333,Hibernating
12815,147,2,1063.46,2,2,4,224,2.6666666666666665,Hibernating
12816,95,2,572.2,2,2,3,223,2.3333333333333335,Hibernating
12817,281,1,166.04,1,1,1,111,1,Hibernating
12818,261,1,1542.08,1,1,4,114,2,Hibernating
12820,3,4,942.34,5,4,4,544,4.333333333333333,Champions
12821,214,1,92.72,1,1,1,111,1,Hibernating
12822,70,2,948.88,3,2,4,324,3,Promising
12823,74,5,1759.5,2,4,4,244,3.3333333333333335,Loyal Customers
12824,59,1,397.12,3,1,2,312,2,Need Attention
12826,2,7,1474.72,5,5,4,554,4.666666666666667,Champions
12827,5,3,430.15000000000003,5,3,2,532,3.3333333333333335,Potential Loyalists
12828,2,6,1018.71,5,5,4,554,4.666666666666667,Champions
12829,336,2,293,1,2,2,122,1.6666666666666667,Hibernating
12830,37,6,6814.64,3,5,5,355,4.333333333333333,Loyal Customers
12831,262,1,215.05,1,1,1,111,1,Hibernating
12832,32,2,383.03,4,2,2,422,2.6666666666666665,New Customers
12833,145,1,417.38,2,1,2,212,1.6666666666666667,Hibernating
12834,282,1,312.38,1,1,2,112,1.3333333333333333,Hibernating
12836,59,4,2610.36,3,4,5,345,4,Loyal Customers
12837,173,1,134.1,2,1,1,211,1.3333333333333333,Hibernating
12838,33,2,671.95,3,2,3,323,2.6666666666666665,Promising
12839,2,14,5591.42,5,5,5,555,5,Champions
12840,143,4,2726.77,2,4,5,245,3.6666666666666665,Loyal Customers
12841,4,25,3991.58,5,5,5,555,5,Champions
12842,70,2,1118.99,3,2,4,324,3,Promising
12843,65,8,1702.26,3,5,4,354,4,Loyal Customers
12844,29,2,325.96000000000004,4,2,2,422,2.6666666666666665,New Customers
12845,267,4,354.09,1,4,2,142,2.3333333333333335,Need Attention
12847,22,1,843.64,4,1,3,413,2.6666666666666665,New Customers
12849,31,2,1010.29,4,2,4,424,3.3333333333333335,New Customers
12851,96,1,131.81,2,1,1,211,1.3333333333333333,Hibernating
12852,294,1,311.55,1,1,2,112,1.3333333333333333,Hibernating
12853,134,6,1957.1000000000001,2,5,4,254,3.6666666666666665,Loyal Customers
12854,78,3,1316.25,2,3,4,234,3,At Risk
12855,372,1,38.1,1,1,1,111,1,Hibernating
12856,7,6,2170.78,5,5,5,555,5,Champions
12857,210,2,1106.4,1,2,4,124,2.3333333333333335,Hibernating
12863,52,1,521.2,3,1,3,313,2.3333333333333335,Promising
12864,138,1,147.12,2,1,1,211,1.3333333333333333,Hibernating
12865,26,2,1568.23,4,2,4,424,3.3333333333333335,New Customers
12866,283,1,559.12,1,1,3,113,1.6666666666666667,Hibernating
12867,26,7,4009.34,4,5,5,455,4.666666666666667,Champions
12868,185,6,1607.0600000000002,1,5,4,154,3.3333333333333335,Loyal Customers
12871,84,2,380.64,2,2,2,222,2,Hibernating
12872,326,2,599.97,1,2,3,123,2,Hibernating
12873,282,1,374,1,1,2,112,1.3333333333333333,Hibernating
12875,143,2,343.2300000000001,2,2,2,222,2,Hibernating
12876,57,2,2218.02,3,2,5,325,3.3333333333333335,Promising
12877,3,12,1535.77,5,5,4,554,4.666666666666667,Champions
12878,236,2,854.99,1,2,3,123,2,Hibernating
12879,44,3,573.22,3,3,3,333,3,Promising
12881,275,1,298,1,1,2,112,1.3333333333333333,Hibernating
12882,9,2,1463.04,5,2,4,524,3.6666666666666665,New Customers
12883,24,4,703.47,4,4,3,443,3.6666666666666665,Potential Loyalists
12884,88,1,309.05,2,1,2,212,1.6666666666666667,Hibernating
12885,63,3,1175.22,3,3,4,334,3.3333333333333335,Promising
12886,67,2,1378.4,3,2,4,324,3,Promising
12888,214,2,354.12,1,2,2,122,1.6666666666666667,Hibernating
12890,24,1,376.71999999999997,4,1,2,412,2.3333333333333335,New Customers
12891,185,3,331,1,3,2,132,2,Need Attention
12893,30,1,176.55,4,1,1,411,2,New Customers
12895,42,2,372.8,3,2,2,322,2.3333333333333335,Need Attention
12897,204,2,216.5,1,2,1,121,1.3333333333333333,Hibernating
12901,8,28,17654.54,5,5,5,555,5,Champions
12902,264,1,138.68,1,1,1,111,1,Hibernating
12904,18,2,496.06,4,2,3,423,3,New Customers
12906,11,5,2919.81,5,4,5,545,4.666666666666667,Champions
12908,176,2,750,2,2,3,223,2.3333333333333335,Hibernating
12909,39,5,2178.67,3,4,5,345,4,Loyal Customers
12910,23,8,3075.04,4,5,5,455,4.666666666666667,Champions
